"For me, perfume paling I suka is Jimmy Choo edp. Its my ultimate favourite. Its really smell like my character before. Free, bold &amp; sexy? Teringat zaman muda dulu single-mingle 🤣\n\nBau perfume ni kenkadang mmg mengimbau banyak benda. Pahit manis kehidupan gituuu",2
@saya_cj Woowwww i pun baru kenal perfume ni. Mmg ramai feedback cakap perfume ni somethinggg bau wangi gila. Kat malaysia mmg takde 😀,2
"Name 1 perfume yg mengingatkan you pada zaman kegemilangan you. Tak kira la zaman muda ke, zaman cantik/ hot ke, zaman digilai ke…. Those memories 🥰\n\nWhich perfume &amp; why you choose it?",2
"I mcm happynya tengok orang lain berjaya. I pun one day akan berjaya lebih dari apa yg I dapat sekarang. InsyaAllah, akan tiba masanya dgn apa I usahakan. Slowly but sure ✨",2
Alhamdulillah. Rezeki Allah bagi utk kongsi-kongsi 🥰,2
Suami tolong jangan bergurau mcm ni dgn kenkawan atau sesiapa pun. Nampak sangat kau tak respect isteri kau. Sedih isteri dengar. https://t.co/nGIKtbRqlR,0
@farhah_u 1600 🥹 sedih sbb titik peluh sendiri 😔,0
@BamGadgets Comel je lah @CeddyOrNot nii…,2
@Aimvnnnnnn @gulaaaaaaa Belanja olen lah!!,2
@Aimvnnnnnn @gulaaaaaaa You la belanja kita dua!,2
"@gulaaaaaaa Eee terima kasih! Suka soft atau bold? Sbb yg Love Letter tu soft floral vanilla, yg Love Whisper tu Bold sweet vanilla. I suka yg love Whisperrr 😘",2
@gulaaaaaaa Ya Allah i sampai terjatuh hati terus jadi agent jual perfume ni Gulaaaa 😆,2
@gulaaaaaaa Bebetul ke? Hehehe flonerch perfume ni ha! Baru ambik stock. Nak order meh sini dm atau whatsapp!! https://t.co/hT7aX4cgjQ tau ❤️ https://t.co/n25AlsClB4,2
@gulaaaaaaa Meh beli perfume 🥰😍😜,2
"Hello? Nak tanya betul ke ada orang lain benci seseorang TANPA SEBAB? If they do really exist, i wanna ask why? Who Hurt you? 🥹 https://t.co/hIeBxG929g",0
"Dulu i gemuk pun mmg ramai orang concern tegur. Yes, ada yg mengguris hati. Tapi simpan je dlm hati. Bersangka baik mybe dia nak the best je for us 🙃",1
"Gemuk tak salah. Yang salah bila orang tegur baik-baik ( definitely sbb concern, sayang) tapi marah-marah pastu maki balik. You knw kalau orang tak kisah pasal ko, ko nak gemuk ke sakit ke apa, orang tak kisah lah. Belajar la terima nasihat/ teguran dgn hati yg besar. Hargai.",1
"Done jadi agent ✅\n\nBaru harini jadi agent, tak sampai 4jam jugak dah close 7 orders. Alhamdulillah. More to go! Excited gila I dgn perfume ni sampai terus jadi agent. Gila tak gila 😂 https://t.co/rlNeT1p9Ea",2
Oh and Lipmatte : lorelei @itskameliahq ❤️\n\nSebelum keluar mesti spray Love Whisper dulu all around my body pastu yes! Ready to go. Tengok sampai malam nanti mesti berbau lagi. \n\nSo long-lasting! https://t.co/wJE7kc813t,2
Skin night serum : BHS @zarzoubeautyHQ \nFoundation : FFF @itskameliahq \nBrowliner : @Maybelline \n\nNo concealer no shading no extra effort. I love my skin right now 🥰 https://t.co/7ERiao7Vaa,2
@lovebysu_ Suka sangat Praline tp skrg pakai marshmallow pun suka!!!,2
@samsiah7_77 Hahahahahha kannn dah tengok ramai sangat orang.. bosan kadang. Kerja dlm mall jugak🤣,1
@exofavgirls Mmg home person la camtu👍🏻,1
@aidilhaziff @schaytm Hahahaha ala mcm sama je kenapa😂,2
@_noainjamal Hehe ala bestnyaaaa takpe camtu rezeki dan favourite orang memasing kannn,2
Hint of scent dia mcm mana? Nah ni I share. \n\nAgak-agak you guys tahu tak pasangan korang suka bau yg mcm mana? 😜 https://t.co/RJ6oRi6Wn5,2
"Always “If orang lain boleh buat, kenapa aku tak boleh buat?” In mind. Noted!",2
Petang ni nak pergi ambik stock. Then restock all the vials yg dah habis. \n\nAnother productive day ✨,2
@najihahshahrel 5-6K,1
"Baru je promote, 4 Love Whisper dah terjual. Alhamdulilah ❤️\n\nSape nak beli lagi? Meh beli dengan I 😘",2
"I baru pasang TIME wifi kat rumah. Yes, mmg worth it. Baru 100mbps saja tapi dua orang live streaming game, sorang 24/7 tengok movie…. scroll tiktok, instagram, whatsapp semua laju lah! Recommended 👍🏻 https://t.co/YgygKpEHW7",2
Nak cari kerja click thread atas. Kalau nak cari perfume boleh cari I 🥰🤣 https://t.co/rzFRq7O1KC,2
"“Tak tahu nak beli yg mana, cant decide sebab dedua nampak best! Mcm mana kalau isteri suka lebih dari 1 bau?”\n\nWorry not, sir. Kita ada set Love Story. Maniskan your marriage like your love story! Wah gitu.\n\nSet mcm ni dapat dua-dua scent siap dgn perfume booster 😜 https://t.co/CwbhCStki3",2
"@nrssyazwani Awak suka bau soft atau bold? Kalau cm I, i suka love whisper 🥰",2
"Suami-suami kalau rasa nak beli hadiah kat isteri, nak appreciate isteri… boleh la belikan perfume comel sweet ni.\n\nTakda perempuan yg tak suka wangi-wangi. Tak payah fikir dia suka ke tak. Ni confirm! Plus suami belanja. Berbunga hati!\n\nTak mahal tapi besar makna pemberian ❤️ https://t.co/B1UlkZu5KG https://t.co/CG8rir19WF",2
"Bismillah. Semoga segalanya yg I lakukan, dipermudahkan dan diberkati Allah. Apa jua halangan, Allah pasti di sisi :)",2
@efaperfume @AfifahRosli1 Betul:),1
@merrrxn Ye betul. Hilang juga nikmat doa seorang ibu. Doakan yg baik-baik:),1
Kalau area KL lah jangan suggest yg pahang ke johor ke hehe,1
@syzqllh Kat mana tu eh?,1
Oh betul2!! Thankyou!!,2
Korang? Selalunya kalau nak tengok barang rumah… selain Kaison dgn Ikea kat mana lagi eh?,1
Alhamdulillah. InsyaAllah. Semoga dipermudahkan urusan awak menjaga ibu awak. Besar pahala ❤️,2
??,1
I minta maaf kalau tweet ni mengguris hati dan perasaan sesiapa. Its not like I berniat nak berbuat mcm tu. Sesiapa saja akan terluka & sakit jika one day parents pergi dulu. I knw that :),0
Kuatkan hati Ya Bun 🥹,2
Allah. Tak senang nak hadapi semua tu. Semoga Allah beri kekuatan pd awak 🥲,0
"I tak cakap bagus utk takde mak awal usia. Mana-mana umur pun bila hilang parents, kesakitan tu tak tertanggung. Tp maksud I kalau lah dah lama dgn seseorang tu mesti makin sakit bila kita kehilangannya. Dah terbiasa dgn keberadaan dia. That time bila tiba, tak tahu lah 🥹",0
Tapi kalau benda tu dah lama. You akan lupa/ tak ingat pun. Tanggung seksa tu tak seberat bila kita dah rapat sgt dgn dia…,0
Hahahahahaah i beli je la senang 😆😆😆,2
Dah ada tapi nak jugak yg ini sebagai ✨collection ✨ aci tak?,1
"Dulu I mcm skeptikal ada ke perfume brand local yg betul tahan lama. Tapi this one, I approved sbb I sendiri dah pakai 👍🏻\n\nEeiii setiap hari kalau nak keluar mcm tak sabar nak pakai perfume ni. Dah la kecik comel je😂 https://t.co/3rOBKTqBtm",2
Bau dia mmg sedap 😭😭😭,2
"Kembali kepada penciptanya. Selamat pulang. Kita yg di dunia mungkin sedih. Tapi arwah mungkin dah lepaskan segala lelahnya. InsyaAllah, doa yg baik-baik:)",1
"Assalammualaikum, selamat pagi. Tahu, hati kita tengah berlagu sayu. Nak hadapi satu demi satu ujian ketika hidup ni, getirnya hanya Tuhan tahu. Slowly, semoga semuanya dipermudahkan. Perlahan, tapi pasti 🍃",1
"Perkara manis pagi ni? Baru je tweet random about Love Whisper terus ada orang nak beli. They are confident with my testimony!  🥰\n\nOkay siapa lagi nak beli? Sini DM!"",2
:),1
"Allah. Semoga dipermudahkan buat awak dan pasangan… mmg kalau dah lama duk dgn ibu/ayah kita. Bila kehilangan tu…. Amat perit sekali 😔",0
"Kalau I, tak tahu mcm mana nak menghadapi dugaan tu. Tak senang.",0
Thankyou 🥹🥹🥹🥹,2
Yeay mytown menang,2
Hehehehe!!! ❤️,2
Welcome! Keep goingggg!!,2
Mmg patut pujiiii!!! Haha,2
"IMAGINE, punya kuat bau kat hidung I sampai I tertuduh suami I yg spray / curi pakai. Nasib tak tanya dia lagi. \n\nYes, its Love Whisper. Hahaha I mmg amazed gila lah tadi. Rasa mcm terus nak jadi agent je jual perfume @flonerch ni karang 😂",2
"Pastu baru I ternampak tudung yg I pakai smlm, ada sangkut kat tepi tuh. Mak ai. Mmg betul EDP perfume ni. Tahan lama gila?!\n\nSbb tudung I dah basah kot smlm kena hujan sikit. And still perfume tu berbau?! Kuat?!\n\nTeka perfume apa. Local brand yg tgh famous skrg.",2
Kisah seram ringkas. Tadi I baring atas tilam then I terbau scent perfume yg I pakai semalam. Kuat sgt. Terus pandangan I terarah kat suami I. \n\nMasa tu fikir : “Harini aku tak pakai pun perfume ni. Kenapa bau dia kuat sgt? Eh Suami aku pakai ke?.” \n\nBaru nak tanya kat dia—,1
Cepat sihat tau Bun mata cantik!,2
Vials!,1
Kenapa bunnn?,1
"Thats why EVERYTIME, i dengar atau nampak berita kematian mak/ayah orang lain. Hati ni terus berderau, sebak, sayu. I tahu kalau I lah kat tempat orang tu, Ya Allah tak tahu lah. Maha besar Dugaan orang hilang mak ayah bila dah lama tinggal bersama. Dah rapat, share mcm2 😔",0
"Until now, jujurnya I bersyukur arwah ibu meninggal awal. Sewaktu I tak kenal dunia. Skrg pun dah banyak lupa kesakitan hilang seorang ibu… imagine if I hidup selama 40 tahun dgn Ibu, dan sampai masa dia pergi. Allah. Tak dapat bayangkan betapa berat dugaan tu ditanggung.",0
Bukak sampai kul bpe eh?,1
Cantiknya doctor!😍,2
Benda funny buat serious 😂,2
Tak mandi sehari tak semestinya tak membersihkan diri. Sebagai orang Islam jangan la ada perasaan syak wasangka yg terlalu tinggi. Cuba bersangka baik dgn tweet ringan begini. Twt yg tak membawa maksud apa-apa sekadar gurau suami pd isteri. Allahuakhbar.,1
"Hello? I love Indian. I can befriended with them tak kisah umur apa pun. Mostly jumpa yg baik, peramah… mmg tak rasa awkward lepak sekali. India yg I jumpa dlm hidup I masyaAllah semua baik. Even I pernah housemate dgn Indian, waktu Deepavali satu rumah kuih dia bawak. Love ❤️",2
"Share benda baik about relationship…orang akan tanya “Berapa lama dah kahwin? Oo baru lagi. Tunggu dua tiga tahun pastu… mesti berubah.” Tbh, mati je la orang dgn mindset camni. \n\nYou can pray for the best tp still berburuk sangka or maybe it’s jealousy inside? Idk 😅 https://t.co/PGJL9b8roS",0
👍🏻👍🏻👍🏻👍🏻 hebat la!!,2
I can’t tolerate orang menyibuk anymore. Sometimes mcm dia nak masuk dlm hidup kita tuh… mcm dia lebih kenal diri kita dari kita kenal diri sendiri. Mind your own business please. Dunia ni bukan berputar sekitar engkau je 😀,0
I yg busuk u yg koyak😂,2
Tu la tu i pun dah start banyak kali tanya dia neh 😂,1
Jangan la straight sgt dik😂,1
Aib apa nya? Haha,1
Ye betul. Bukannya tak bersihkan diri langsung like kepam satu hari yucks 😂,1
Hahahah ala kesiannya emosi,1
Itu lah dah dia pulak datang kacau2 haha,1
Suka hati la 😂,1
EXACTLY YANG INGAT I TAK MANDI SEHARI TU LAHHH KESIANNYA KORANG STRAIGHT SGT 😂 https://t.co/MuUfevEyU2,1
@Aphr0dhite Mesti lah ada bersihkan diri jugak takde lah mcm tak mandi terus haha,1
@sekuntomsakura Kesiannya haha,1
@mhd_frdus 😂😂😂😂,2
@Tattyhassan Cantikkk!,2
Ramai ke cuti harini?,1
Satu KL meletop 🪔,2
@amyranadyaa BETOLLL I JUMPA BANYAK SELLER CHINA PAKAI JUBAH TUDUNG EE GERAM,0
"Bukan dia tak tunjuk. Ada lelaki ikut cara dia lah. Kenkadang bukan nak kena cakap 24/7… ramai lelaki tunjuk sayang dari perbuatan, respon pada sesuatu, cara dia boleh take note on apa kita suka / tak. \n\nLove language ni banyak. Bukan hanya dgn words &amp; affirmation sahaja dik. https://t.co/VdPXqkVJpc",1
@marcosrahman Dia malas nak layan terus 😂,1
@sensitro9 Eeeeeiiiii tak pernah bau,1
@IsagawaKumori @pisshaaa Sehari tak mandi bukan la maksud malam baru mandi. Dlm petang tu mandi la. Lepas Siap2 semua 😂 tp walau tak mandi pun ada je gi bersihkan diri.,1
@amxxxgonzalez Mana ada malas mandi. Haha,1
@syusyuw2 @pisshaaa Ye sama. Faham perasaan ni. Sbb tu sebelum mandi kena settle berpeluh sakan dulu. Baru mandi 😆,1
"Tweet ulat gonggok pun korang nak bitter dengan I. Bagi yg bertanya solat mcm mana, tu hari I period. Bagi yg ingat I berbau hancing… bukannya Kencing tak basuh😂 \n\nSuami cakap dia pun tak pernah bau ulat gonggok. Main sebut je. \n\nTwitter calm your tits kay 😀",1
@DaMi_Ishak Period 😀,1
@fikriismail98 @SymimiSwalludin Mudahan lah amin 🥹😀😆,2
@dayasalim Tak tahu lah mana datang masalahnya dia pun tak pernah bau ulat gonggok 😂,1
@Nurenz99 Mcm mana eh bau kerengga? Haha,1
@AtieMusbah @zrnamrddn Hahahahaha masalahnya tanya dia pernah bau ulat gonggok ke? Tak pernah dia cakap 😂,1
@shxhrxlxr Ko sape tak kenal,1
@JamalThaRebel So? Haha,1
@Embunkarinapoet InsyaAllah nak baca. Takut kena sebat je 😭😭😭,0
@efaperfume Tak tau la kat mana. Takut mcm pegi hantar servis ke repair ke.. orang ambik 🥹 adoi skrg baru nak cari.,0
@itoiwai Hahahhaahah yes 😀😅😂,2
I am sad 😔 https://t.co/tmUeSmoXSI,0
@hzqhzh Hahaha babi nya statement 😂,2
"I malas keluar. Also me, nak keluar cari ilham tengok orang, tengok tempat, tengok jalan. Tapi malas. Tapi nak keluar. Ada yg faham keadaan nih?",1
@sheisatash Alaa betul jugak kan 🥹😂,1
@selynaapples Best ke??,1
@ebisyiqin Dia mcm masam-masam ke? Haha,1
@pisshaaa Hehehe ada hari mmg rasa malas mandi terutama kalau seharian tu nak mengemas ke memasak ke apa ke😂,1
@AiFa_Naz Tu la i terus nak try bau ulat gonggok 😂,1
@syazwandva Muka dia mcm berfikir pastu dia kata ulat gonggok. Bila tanya pernah bau ke ulat gonggok? Tak pernah dia kata 😂,1
@mybuggatisuper Hmm 🥹🥹🥹🥹,1
Siapa cakap dia sweet? Smlm dia cakap I Ulat Gonggok tau 🥹 https://t.co/W5YGIPMA7j,0
@nurrmraa 😂😂😂😂,2
"Actually, dah rindu nak makeup- touchup muka orang! 🥹 https://t.co/vvMQRtDN4h",2
"Promo Full Body Massage for KL area 🥰\n\nDone by certified body therapist. Now you tak payah keluar rumah, drive, naik grab cari parking etc. wait at Home je! For women only ya. \n\nBook your slot now! https://t.co/uNzn5P1HcO",2
"Macam-macam bau keluar eh? Sbb I dah la seharian tak mandi pastuh baru pas memasak, mengemas 😂\n\nSorry sayang. Ulat gonggok pegi nya.",1
@masturajojo Hahahaha dia kata dia tak pernah bau. Pakai hentam je kot😂,1
@clararzzz Hahahaaha tp dia cakap dia pun tak pernah bau 😂,1
@aimie_salleh Sbb dia orang nak explore dunia luar. Perasaan tu membuak-buak dah!😂,1
@AidaSue Seronok bawak anak jenjalan kan? 😂,2
@MKA77158327 Betul not everyone. Bukan semua orang sama. Kan :),1
@eyaajamil1 Dia pun tak pernah bau masalahnya dia main SEBUT JE 😂,1
@eyaajamil1 HAHAHAHAHAHAHAHA😂,2
@shahamirul Danau kota 😂,1
RM22. Pernah makan kuantiti yg sepinggan camni jugak tp RM7.50 je. \n\nApa beza dia eh? Tempat kot 😂 https://t.co/qBjxEoxQzy,1
@LmStaq Hahahhahahah,2
Ulat gonggok bau mcm mana gais?,1
"Kat rumah I satu hari tak mandi. Suami datang peluk-peluk. Pastu dia tanya “Sayang tak mandi lagi ke? Bau mcm ulat gonggok ni.”",1
"Me : “Awak pernah bau ulat gonggok ke?”",1
"“Tak pernah.”",1
"“…”",1
"Ye ye ramai je suka outing, staycation and stuff but tak cakap pun kat korang. Tweet ni utk geng melepet kat rumah! Hehe.",2
"Nah kalau korang nak cari vials perfume original murah-murah! Click link bawah : https://t.co/rzFRq7O1KC",1
"@zulfaqihjaini Hahahaha kannn",2
"@HzqiAdil Tak tau nak buat apa kan 1 hari je?",1
"Korang yang bekerja cuti berapa hari seminggu? Ada ke orang cuti 4 hari seminggu?",1
"When weekend arrives, stay at home pilihan paling tepat. Dah rehat satu hari, esok nak start kerja balik dah fresh. Tu kalau cuti sehari. Kalau cuti dua hari, esoknya tu boleh mengemas-ngemas rumah. Memasak, membaca, explore new hobby, layan tiktok keeee. Ahh heaven nya 😂",2
"Tak cakap kat semua tapi I rasa mostly semua orang bila umur dah masuk 25 ke atas, dah penat; almost 8-12 jam kat tempat kerja, balik rumah tu perasaan mcm pergi bercuti dah. Sampai je rumah, hilang rasa penat. Tambah lagi stay KL ni dgn sesak, jammed. Duk rumah lagi BEST!",2
"@fatinxfatihah Dedua lah senang",1
"@rai_datul Eh eh eh tebolah lah!!😂😂😂",2
"Orang lain kalau pesan pegi kerja “Elok-elok jaga diri bla bla bla…”",1
"Husband I : “Jangan langgar apa-apa.”",1
"Dia kata I TEBOJE. Dlm bahasa kelantan. Tau tak apa makna tu? Hahaha",2
"@HeyAwakkk__ Hahaha dia yg cakap waktu tu… i pun gelak je la haha",2
"I NAK TAHU SEMUA ISTERI MCM NI KE? Literally I pun tak bawak bag apa-apa dah bawak purse kecik je simpan kat husband 😂",2
"Alhamdulillah, found my one normal man. Dia pun nampaknya boleh sesuaikan diri dgn perempuan gila dia ni.",2
"Kalau agak-agak dia tengok I dari jauh, tak pasti tu I ke apa ( rabun malam ) Dia nampak yg melompat-lompat tu. Dia cakap dia tahu dah, tu bini dia lah tu. 😂",2
"Dah la lightweight teruk. Huu. I approve I suka I loveee 🥰 for my skin I pakai code sama marshmallow. Before this i pernah try praline dgn vanilla. But i think the best code yg sesuai dgn my skin is Marshmallow. I have fullsize & smoll size. I love them. Strictly no paid twt 😂",2
"Like I pernah je pergi mandi dgn muka makeup. Sometimes kita tak buang makeup pun pegi mandi sungai kan? Masuk je dlm air bercapuk teruk. Ada yg jadi mcm putih-putih. Dari nak fefeelings cantik natural terus nampak sgt kau mandi sungai pun nak makeup dah kenapa kan? 😂",2
"I nak share my experience with @itskameliahq foundation! I RASA kalau pergi sungai/swimming, I prefer this FF foundation. Makin lama berendam muka kena air TAPI MAKIN GLOW. So if I nak pegi mandi tp niat still nak nampak kulit cantik dlm air, mmg I tepek this foundation😂",2
"Waktu kau muda remaja mmg kau rasa keluar tu segalanya. The effort nak bersiap, travel by train/grab atau driving. Nak pergi lepak dgn kenkawan food hunting, explore tempat… its okay. Enjoy your time! Nnti satu masa kau akan anggap tu semua dah tak best, prefer duduk rumah je 😂",2
"Kalau time cuti selalunya akan plan nak buat something mcm pergi food hunting, window shopping… tapi akhirnya lebih prefer duduk rumah, bermalasan. Nak bersiap mmg malas. Oh diri ni dah tua 😂",2
"@aspirinng Sama lah 😂😩",2
"Its Weekend! Korang spend weekend mcm mana?",1
"Bercuti?",1
"Lepak di rumah?",1
"Atau tetap masuk kerja? Hehehe",1
"@NrlNakwa Aaaa yg tu best! Dah tengok!",2
"@izzudinzurainee Ini ke yg dia ada dua orang tu? Sorang fake",1
"@ElJohanSulaiman Okay tengok nnti!",1
"@smahhl Ok try nnti",1
"@MrCrack_JzM Cerita baruuu?",1
"@pkckAm Dah tengokkkk",1
"@snbyzr Muiz mana?",1
"Best funny movie? Please suggest me!",1
"@MykiRedd Tak guna pun. Beli la hehe",1
"Dulu hantu movie sampai mengidam sangat projector. Dah beli projector, takde tempat nak pasang pulak kat rumah suami 😂",2
"Its non-productive day. Habiskan masa watching movies. Banyak gila new movie yg I tak tengok lagi? Busy kerja punya pasal.",1
"@fatinxfatihah Comelnyaaaa",2
"Pernah tengok Indian African community? Please watch this Kandasamys The Wedding. Sumpah lawak gila, kisah dua orang mak yg bermusuhan tapi anak-anak jatuh cinta antara satu sama lain. Hilarious! 😂",2
"I suka movie ni sbb boleh tengok tradisi Indian African mcm mana. Worth it!",2
"@Ashsukamakan Allahu mana twitter isteri? Nak tag 🥹😍🥰🤣",2
"@Ashsukamakan Nak video nak video puhlisss!!",2
"@Ashsukamakan Betul la! Cuba suruh isteri you buat pulak nak tengok cara dia masak pulak hehe",2
"@Ashsukamakan Sedap woo 😆",2
"Siap tomye kite 😋",2
"Jom mulakan hari dgn light exercise 🍃",2
"All readystock ya. Authentic Guess. Kalau nak boleh kirim terus! Stock limited.",1
"DM me 🥰",2
"@Ikashafarey_ Readystock bb!",1
"Guess RM599? ❌",1
"Guess RM249? ✅",1
"Korang join channel tele sini : https://t.co/4Rh6gqVR21",1
"Dua when Facing problem, worried & sad. Also Dua for Anxiety & Sorrow.",1
"Bismillah.",2
"Tak okay. Tapi sentiasa mencari sebab untuk okay. Allah beri banyak nikmat & kebahagiaan lain. Cuma terkadang kita yg terlepas pandang.",2
"Atau habiskan masa kat rumah je, bermalas-malasan. self reward paling bermakna buat diri bila dah tua-tua ni.",2
"Apa definisi reward me time yg paling best bagi you guys?",1
"Pergi bercuti?",1
"Beli benda mahal utk diri sendiri?",1
"Makan sedap-sedap?",1
"What? And Which one?",1
"Terkadang kita hanya berpura-pura tidak tahu sesuatu untuk mengelak rasa terluka. Terkadang “tidak tahu” lebih baik dari “tahu.”",1
"@sarahsslyn Ikut keperluan. Kalau dlm bulan tu banyak keputihan, minum. Kalau tak, tak perlu.",1
"Orang tua tua cakap kalau banyak sgt pun takut ‘kering’ pulak.",1
"@merbab3s Haah ye betul. Petua banyak guna air kunyit…. Hehe",1
